date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:21:00	5735/5735	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:42:50%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/44487684_310278679570565_6135950096127705380_n-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/44487684_310278679570565_6135950096127705380_n-150x150.jpg	(from https://www.luxasia.com/brand/elizabeth-arden/)
03:21:01	6309/6309	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:42:55%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/46119540_599360367180891_4294210240953200332_n-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/46119540_599360367180891_4294210240953200332_n-150x150.jpg	(from https://www.luxasia.com/brand/elizabeth-arden/)
03:21:01	4391/4391	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:43:05%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/49438374_131238664569428_1584734794744246928_n-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/49438374_131238664569428_1584734794744246928_n-150x150.jpg	(from https://www.luxasia.com/brand/elizabeth-arden/)
03:21:01	85550/85550	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:43:00%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/46857017_408979042975931_758406103973968095_n-1024x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/46857017_408979042975931_758406103973968095_n-1024x1024.jpg	(from https://www.luxasia.com/brand/elizabeth-arden/)
03:21:03	133995/133995	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:41:34%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/37933167_371212380078447_4199624824529616896_n-1024x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/37933167_371212380078447_4199624824529616896_n-1024x1024.jpg	(from https://www.luxasia.com/brand/elizabeth-arden/)
03:21:03	117464/117464	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:40:33%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/28434219_207620719822531_1652139859956989952_n-819x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/28434219_207620719822531_1652139859956989952_n-819x1024.jpg	(from https://www.luxasia.com/brand/elizabeth-arden/)
03:21:03	117025/117025	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:42:50%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/44487684_310278679570565_6135950096127705380_n-1024x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/44487684_310278679570565_6135950096127705380_n-1024x1024.jpg	(from https://www.luxasia.com/brand/elizabeth-arden/)
03:21:04	0/-1	---M--	301	error ('')			https://www.luxasia.com/talents	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/talents.32a.delayed	(from https://www.luxasia.com/brand/elizabeth-arden/)
03:21:04	70282/70282	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:43:04%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/49438374_131238664569428_1584734794744246928_n-1024x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/49438374_131238664569428_1584734794744246928_n-1024x1024.jpg	(from https://www.luxasia.com/brand/elizabeth-arden/)
03:21:04	132595/132595	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:42:54%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/46119540_599360367180891_4294210240953200332_n-1024x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/46119540_599360367180891_4294210240953200332_n-1024x1024.jpg	(from https://www.luxasia.com/brand/elizabeth-arden/)
03:21:05	228581/228581	---M-Z	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2015:37:08%20GMT	https://www.luxasia.com/wp-content/themes/luxasia/assets/style.css?3434078	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/themes/luxasia/assets/style62c6.css	(from https://www.luxasia.com/brand/ellana-mineral-cosmetics/)
03:21:05	6194/6194	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:00:49%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/ed_MG_4986-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/ed_MG_4986-150x150.jpg	(from https://www.luxasia.com/brand/ellana-mineral-cosmetics/)
03:21:05	33143/33143	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Aug%202019%2012:43:27%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/new-lil-2-150x150.png	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/new-lil-2-150x150.png	(from https://www.luxasia.com/brand/ellana-mineral-cosmetics/)
03:21:05	5423/5423	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:42:39%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/MG_6391ED-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/MG_6391ED-150x150.jpg	(from https://www.luxasia.com/brand/ellana-mineral-cosmetics/)
03:21:06	5980/5980	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:59:11%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/Brush_Cleaner-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/Brush_Cleaner-150x150.jpg	(from https://www.luxasia.com/brand/ellana-mineral-cosmetics/)
03:21:06	4725/4725	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:03:56%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/IMG_2946-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/IMG_2946-150x150.jpg	(from https://www.luxasia.com/brand/ellana-mineral-cosmetics/)
03:21:07	66350/66350	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:00:49%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/ed_MG_4986-1024x683.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/ed_MG_4986-1024x683.jpg	(from https://www.luxasia.com/brand/ellana-mineral-cosmetics/)
03:21:08	100411/100411	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:42:41%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/MG_6391ED-683x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/MG_6391ED-683x1024.jpg	(from https://www.luxasia.com/brand/ellana-mineral-cosmetics/)
03:21:09	0/-1	---M--	301	error ('')			https://www.luxasia.com/talents	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/talents.336.delayed	(from https://www.luxasia.com/brand/ellana-mineral-cosmetics/)
03:21:09	56784/56784	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:03:56%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/IMG_2946-1024x683.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/IMG_2946-1024x683.jpg	(from https://www.luxasia.com/brand/ellana-mineral-cosmetics/)
03:21:09	74441/74441	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:59:13%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/Brush_Cleaner-683x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/Brush_Cleaner-683x1024.jpg	(from https://www.luxasia.com/brand/ellana-mineral-cosmetics/)
03:21:09	6106/6106	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:33:47%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Ripoche_130-LUXASIA-MALAISIE-1-3-036_Adb98-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Ripoche_130-LUXASIA-MALAISIE-1-3-036_Adb98-150x150.jpg	(from https://www.luxasia.com/brand/elle/)
03:21:09	228581/228581	---M-Z	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2015:37:08%20GMT	https://www.luxasia.com/wp-content/themes/luxasia/assets/style.css?4471846	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/themes/luxasia/assets/styleb93c.css	(from https://www.luxasia.com/brand/elle/)
03:21:09	1057888/1057888	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Aug%202019%2012:43:34%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/new-lil-2.png	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/new-lil-2.png	(from https://www.luxasia.com/brand/ellana-mineral-cosmetics/)
03:21:10	0/-1	---M--	301	error ('')			https://www.luxasia.com/talents	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/talents.33a.delayed	(from https://www.luxasia.com/brand/elle/)
03:21:10	93965/93965	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:33:47%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Ripoche_130-LUXASIA-MALAISIE-1-3-036_Adb98-1024x683.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Ripoche_130-LUXASIA-MALAISIE-1-3-036_Adb98-1024x683.jpg	(from https://www.luxasia.com/brand/elle/)
03:21:10	228581/228581	---M-Z	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2015:37:08%20GMT	https://www.luxasia.com/wp-content/themes/luxasia/assets/style.css?550630	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/themes/luxasia/assets/style7f93.css	(from https://www.luxasia.com/brand/escada/)
03:21:10	4018/4018	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:05:49%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/ESCADA_BRAND_1-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/ESCADA_BRAND_1-150x150.jpg	(from https://www.luxasia.com/brand/escada/)
03:21:11	8397/8397	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:05:53%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/ESCADA_BRAND_2-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/ESCADA_BRAND_2-150x150.jpg	(from https://www.luxasia.com/brand/escada/)
03:21:11	2391/2391	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:05:57%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/ESCADA_BRAND_3-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/ESCADA_BRAND_3-150x150.jpg	(from https://www.luxasia.com/brand/escada/)
03:21:13	20073/20073	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20May%202020%2021:51:11%20GMT	https://www.luxasia.com/brand/escada/escada-fragrances.com	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/brand/escada/escada-fragrances.com	(from https://www.luxasia.com/brand/escada/)
03:21:13	43168/43168	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:05:48%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/ESCADA_BRAND_1-1024x640.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/ESCADA_BRAND_1-1024x640.jpg	(from https://www.luxasia.com/brand/escada/)
03:21:14	0/-1	---M--	301	error ('')			https://www.luxasia.com/talents	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/talents.343.delayed	(from https://www.luxasia.com/brand/escada/)
03:21:14	19289/19289	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:05:56%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/ESCADA_BRAND_3-1024x640.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/ESCADA_BRAND_3-1024x640.jpg	(from https://www.luxasia.com/brand/escada/)
03:21:14	90096/90096	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:05:52%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/ESCADA_BRAND_2-1024x640.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/ESCADA_BRAND_2-1024x640.jpg	(from https://www.luxasia.com/brand/escada/)
03:21:16	228581/228581	---M-Z	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2015:37:08%20GMT	https://www.luxasia.com/wp-content/themes/luxasia/assets/style.css?8641541	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/themes/luxasia/assets/style845d.css	(from https://www.luxasia.com/brand/etat-libre-dorange/)
03:21:16	35715/35715	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Aug%202019%2012:02:12%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/Etat-Libre-dOrange-Archives-69-1-150x150.png	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/Etat-Libre-dOrange-Archives-69-1-150x150.png	(from https://www.luxasia.com/brand/etat-libre-dorange/)
03:21:16	5347/5347	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:02:06%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/Etat-2-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/Etat-2-150x150.jpg	(from https://www.luxasia.com/brand/etat-libre-dorange/)
03:21:16	6681/6681	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:02:21%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/Etat-Libre-dOrange-Orange-Propaganda-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/Etat-Libre-dOrange-Orange-Propaganda-150x150.jpg	(from https://www.luxasia.com/brand/etat-libre-dorange/)
03:21:17	0/-1	---M--	301	error ('')			https://www.luxasia.com/talents	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/talents.34b.delayed	(from https://www.luxasia.com/brand/etat-libre-dorange/)
03:21:17	124504/124504	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:02:07%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/Etat-2-1024x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/Etat-2-1024x1024.jpg	(from https://www.luxasia.com/brand/etat-libre-dorange/)
03:21:18	133203/133203	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:02:23%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/Etat-Libre-dOrange-Orange-Propaganda-683x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/Etat-Libre-dOrange-Orange-Propaganda-683x1024.jpg	(from https://www.luxasia.com/brand/etat-libre-dorange/)
03:21:19	228581/228581	---M-Z	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2015:37:08%20GMT	https://www.luxasia.com/wp-content/themes/luxasia/assets/style.css?509151	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/themes/luxasia/assets/style5c49.css	(from https://www.luxasia.com/brand/eve-lom/)
03:21:19	5788/5788	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:06:13%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Evelom_Social-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Evelom_Social-150x150.jpg	(from https://www.luxasia.com/brand/eve-lom/)
03:21:19	5480/5480	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:11:40%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Graham-Social-Shoot-Cleanser-grid-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Graham-Social-Shoot-Cleanser-grid-150x150.jpg	(from https://www.luxasia.com/brand/eve-lom/)
03:21:19	4372/4372	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:11:44%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Graham-Social-Shoot-Cleanser-Scoop-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Graham-Social-Shoot-Cleanser-Scoop-150x150.jpg	(from https://www.luxasia.com/brand/eve-lom/)
03:21:19	876078/876078	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Aug%202019%2012:02:16%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/Etat-Libre-dOrange-Archives-69-1-725x1024.png	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/Etat-Libre-dOrange-Archives-69-1-725x1024.png	(from https://www.luxasia.com/brand/etat-libre-dorange/)
03:21:20	3159/3159	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:11:48%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Graham-Social-Shoot-Multi-Masking-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Graham-Social-Shoot-Multi-Masking-150x150.jpg	(from https://www.luxasia.com/brand/eve-lom/)
03:21:20	106342/106342	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:06:14%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Evelom_Social-1024x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Evelom_Social-1024x1024.jpg	(from https://www.luxasia.com/brand/eve-lom/)
03:21:21	84719/84719	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:11:39%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Graham-Social-Shoot-Cleanser-grid-1024x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Graham-Social-Shoot-Cleanser-grid-1024x1024.jpg	(from https://www.luxasia.com/brand/eve-lom/)
03:21:21	71897/71897	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:11:44%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Graham-Social-Shoot-Cleanser-Scoop-1024x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Graham-Social-Shoot-Cleanser-Scoop-1024x1024.jpg	(from https://www.luxasia.com/brand/eve-lom/)
03:21:21	0/-1	---M--	301	error ('')			https://www.luxasia.com/talents	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/talents.355.delayed	(from https://www.luxasia.com/brand/eve-lom/)
03:21:21	67022/67022	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:11:48%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Graham-Social-Shoot-Multi-Masking-1024x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Graham-Social-Shoot-Multi-Masking-1024x1024.jpg	(from https://www.luxasia.com/brand/eve-lom/)
03:21:22	228581/228581	---M-Z	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2015:37:08%20GMT	https://www.luxasia.com/wp-content/themes/luxasia/assets/style.css?5011841	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/themes/luxasia/assets/stylea23e.css	(from https://www.luxasia.com/brand/first-aid-beauty/)
03:21:22	2583/2583	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:06:39%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/FAB_BRAND_1-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/FAB_BRAND_1-150x150.jpg	(from https://www.luxasia.com/brand/first-aid-beauty/)
03:21:22	3105/3105	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:06:42%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/FAB_BRAND_2-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/FAB_BRAND_2-150x150.jpg	(from https://www.luxasia.com/brand/first-aid-beauty/)
03:21:24	20073/20073	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20May%202020%2021:51:22%20GMT	https://www.luxasia.com/brand/first-aid-beauty/firstaidbeauty.com	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/brand/first-aid-beauty/firstaidbeauty.com	(from https://www.luxasia.com/brand/first-aid-beauty/)
03:21:24	25999/25999	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:06:38%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/FAB_BRAND_1-1024x683.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/FAB_BRAND_1-1024x683.jpg	(from https://www.luxasia.com/brand/first-aid-beauty/)
03:21:25	0/-1	---M--	301	error ('')			https://www.luxasia.com/talents	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/talents.35c.delayed	(from https://www.luxasia.com/brand/first-aid-beauty/)
03:21:25	34959/34959	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:06:42%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/FAB_BRAND_2-1024x683.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/FAB_BRAND_2-1024x683.jpg	(from https://www.luxasia.com/brand/first-aid-beauty/)
03:21:25	228581/228581	---M-Z	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2015:37:08%20GMT	https://www.luxasia.com/wp-content/themes/luxasia/assets/style.css?6438807	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/themes/luxasia/assets/styleee69.css	(from https://www.luxasia.com/brand/floraiku/)
03:21:26	6399/6399	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:08:55%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Floraiku_TEAS-SPICES_4xEDP_1x1-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Floraiku_TEAS-SPICES_4xEDP_1x1-150x150.jpg	(from https://www.luxasia.com/brand/floraiku/)
03:21:26	8028/8028	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:08:40%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Floraiku_FLOWERS-COLLECTION-_4xEDP-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Floraiku_FLOWERS-COLLECTION-_4xEDP-150x150.jpg	(from https://www.luxasia.com/brand/floraiku/)
03:21:26	6248/6248	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:08:46%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Floraiku_INCENSE-COLLECTION-_4xEDP-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Floraiku_INCENSE-COLLECTION-_4xEDP-150x150.jpg	(from https://www.luxasia.com/brand/floraiku/)
03:21:27	10780/10780	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:08:35%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Floraiku_ALL_14xEDP_1x1-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Floraiku_ALL_14xEDP_1x1-150x150.jpg	(from https://www.luxasia.com/brand/floraiku/)
03:21:27	5296/5296	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:08:51%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Floraiku_SHADOWS_RED_2_2048x2048-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Floraiku_SHADOWS_RED_2_2048x2048-150x150.jpg	(from https://www.luxasia.com/brand/floraiku/)
03:21:28	117466/117466	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:08:55%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Floraiku_TEAS-SPICES_4xEDP_1x1-1024x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Floraiku_TEAS-SPICES_4xEDP_1x1-1024x1024.jpg	(from https://www.luxasia.com/brand/floraiku/)
03:21:29	196296/196296	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:08:40%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Floraiku_FLOWERS-COLLECTION-_4xEDP-1024x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Floraiku_FLOWERS-COLLECTION-_4xEDP-1024x1024.jpg	(from https://www.luxasia.com/brand/floraiku/)
03:21:30	0/-1	---M--	301	error ('')			https://www.luxasia.com/talents	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/talents.368.delayed	(from https://www.luxasia.com/brand/floraiku/)
03:21:30	231748/231748	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:08:35%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Floraiku_ALL_14xEDP_1x1-1024x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Floraiku_ALL_14xEDP_1x1-1024x1024.jpg	(from https://www.luxasia.com/brand/floraiku/)
03:21:30	183184/183184	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:08:45%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Floraiku_INCENSE-COLLECTION-_4xEDP-1024x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Floraiku_INCENSE-COLLECTION-_4xEDP-1024x1024.jpg	(from https://www.luxasia.com/brand/floraiku/)
